"seed","converged","logLik","grad_norm","hessian_ok","beta0","beta1","beta2","beta3","beta4","beta5","beta6","beta7","beta8","gamma0","gamma1","gamma2","gamma3","gamma4","gamma5","gamma6","gamma7","gamma8"
77,TRUE,-891.714131969731,0.00873968806331431,TRUE,1.45231545127894,0.328633606653401,0.105827165886834,0.393423926695593,0.21524897136079,0.351673160251664,0.320492958882067,0.349164901588579,0.335241693784775,-0.487443307461983,-0.086836244415242,0.295275562618633,0.14737475068413,0.287256301528367,0.130653066069316,0.0593110344098124,0.167915864699858,0.456460466905102
78,TRUE,-891.714133442198,0.034119256300779,TRUE,1.45236391249437,0.328650506340506,0.105872417149568,0.393471463585607,0.215265294559809,0.351678427388867,0.320435037042199,0.349159742700313,0.335240777510716,-0.487391581284742,-0.0868114678907887,0.295280706862061,0.147353934495062,0.28728755763336,0.130696823709793,0.0591824575918409,0.167884836094698,0.456471238315006
79,TRUE,-891.714131930993,0.00611601622967079,TRUE,1.4523076495527,0.328631319727712,0.105842161544,0.393429449179422,0.215254482035878,0.35166749786321,0.320481085377679,0.349168891177293,0.335241494571016,-0.487522837722606,-0.0868371010861658,0.295382691007925,0.147416168085815,0.287244167853208,0.130641744057734,0.0592801334693278,0.167964007097704,0.456497469342014
80,TRUE,-891.714131819507,0.00514521275737845,TRUE,1.45232358618739,0.328625424149139,0.105841658229107,0.393415410423091,0.215260990604188,0.351666665508256,0.320464499473377,0.349169470267742,0.335249532534614,-0.487467848036999,-0.0868364848967307,0.295320517729959,0.147376792034951,0.287294925509575,0.130670584481831,0.0592064188412289,0.167927058098055,0.456535954442709
81,TRUE,-891.714133746976,0.0143650042133399,TRUE,1.45235504623407,0.328618579291996,0.105851554643807,0.393375047576265,0.215309717827693,0.351612375019025,0.320465419252891,0.349166147193819,0.335210190474503,-0.48731883996608,-0.0868755751891336,0.295306869513603,0.147255163738984,0.287396421913079,0.130495959691429,0.0591992434054525,0.167988584186324,0.456295241031725
82,TRUE,-891.714132681813,0.0123188557684889,TRUE,1.45230845752947,0.328643358529201,0.105840887094471,0.393408221182553,0.215266855583095,0.351661677794093,0.320458402055046,0.349168699593718,0.33525084869949,-0.48754336345608,-0.0868106993328306,0.295325612474503,0.147434040999485,0.287253669632544,0.130758933819698,0.0591370914735332,0.167962028137235,0.456494621823611
83,TRUE,-891.714132029726,0.0134274581885025,TRUE,1.45233425910364,0.328616358093296,0.105845549529743,0.393424239727601,0.215276990000617,0.351668343038338,0.320486923819439,0.349163376610773,0.335230975713997,-0.487407862317571,-0.0868669168619895,0.295312593338138,0.147372333633597,0.287262149837487,0.130548808861182,0.0592830810500642,0.167950629966923,0.45644906907419
84,TRUE,-891.714132666461,0.0124878014326516,TRUE,1.45235192676924,0.328629846749753,0.105857110759487,0.393378384616568,0.21528395958969,0.351620217378469,0.320470864740556,0.349180234753997,0.335240523885468,-0.48737616557387,-0.0868220967831407,0.295305185565267,0.147260236708059,0.287356327003229,0.130519688370345,0.0592635736552218,0.167906982647105,0.456396049502848
85,TRUE,-891.714133108543,0.0185199180906146,TRUE,1.45234993596376,0.328628518223743,0.105838069551986,0.3934024546586,0.215259079019346,0.35162399672629,0.320473702937103,0.34917477947728,0.335256971445403,-0.487390408412854,-0.0868830594073416,0.295294044924248,0.147442709795258,0.287135889861582,0.130669589020742,0.0590964494009135,0.167934969716451,0.456491008062757
86,TRUE,-891.71413274916,0.0103209920955944,TRUE,1.45232457937649,0.328633536861756,0.105825099808436,0.393436028571132,0.215246006919845,0.351679372334012,0.320462316343071,0.349162769277789,0.335235613591238,-0.487447644014669,-0.0867819944843405,0.295212295815561,0.147488011225784,0.287213315927407,0.130732406768881,0.0591689350110554,0.167975784934261,0.456410714436868
87,TRUE,-891.714132967383,0.0121981861500358,TRUE,1.4523137895217,0.328643478465827,0.105841967903718,0.393421782755956,0.215260256746783,0.351660042946379,0.320498971005347,0.349155342273241,0.33525668309979,-0.487533234007546,-0.0868195233954292,0.295423498285062,0.147283050160014,0.287358115717071,0.130597770440207,0.0592930316598008,0.167900111004565,0.456639592483834
88,TRUE,-891.714132110938,0.00829671088482903,TRUE,1.45234067782084,0.328606299402217,0.105847143838466,0.39341668951975,0.215267445186851,0.35164305601109,0.320465989667885,0.349163223568124,0.3352420663737,-0.487358140700526,-0.0868990859302856,0.295299697087363,0.1474518631853,0.287231055725637,0.130576166646373,0.0592461174863623,0.167912875483627,0.456478000717614
89,TRUE,-891.714132778269,0.0199227845020732,TRUE,1.45234502338907,0.328641736575196,0.105852497560628,0.393452218191709,0.215238372657781,0.351699057795612,0.320448431886057,0.349167592908094,0.335241784236649,-0.48741566210607,-0.0867869779093473,0.295197107634017,0.147451607427828,0.287160459612188,0.130659786257472,0.0592395912962625,0.167934560429635,0.45650644519906
90,TRUE,-891.714133039549,0.0134758820223931,TRUE,1.45235084850142,0.328619638012243,0.105830952821196,0.393404185640105,0.215275930029041,0.351656347082446,0.320478494630263,0.349165590984214,0.33523044494498,-0.487330328269256,-0.08685124795855,0.29529186646534,0.147270880452879,0.287393920669298,0.130556206296391,0.0592374408175432,0.16789268853228,0.456352755741486
91,TRUE,-891.714132152792,0.00989078962069424,TRUE,1.45233273382394,0.328615887999089,0.105840338149682,0.393421485592286,0.215257626064028,0.351646199381509,0.320464124637789,0.349163312923075,0.335236974981688,-0.487382560651779,-0.0869043485109949,0.295307417594872,0.147463790963377,0.287222016920731,0.130652764737295,0.0592110950429498,0.1679651968791,0.456439848855742
92,TRUE,-891.714132753681,0.0139053336084725,TRUE,1.45235443979777,0.328622823608944,0.105855562111722,0.393415933233395,0.215270645376456,0.35164678864758,0.320460198729513,0.349154113795545,0.335247412303396,-0.487334395801778,-0.0868531502285094,0.295370174598773,0.147352742082645,0.287346549549956,0.130546548832112,0.0592384873345685,0.167893473968798,0.456577907089629
93,TRUE,-891.714131852145,0.0114672250035638,TRUE,1.4523226046071,0.328629254302505,0.105829326939573,0.393418709703796,0.21525563244511,0.351638142065695,0.320478287122084,0.349163973752928,0.335251740337872,-0.487481091239392,-0.0868458040903677,0.29530832666337,0.147414556863861,0.287313525919812,0.13060108974835,0.0592605499801062,0.167925220404892,0.456505309191548
94,TRUE,-891.714133296533,0.0114998091100449,TRUE,1.45234417581673,0.32862067940393,0.105854837748681,0.393394935178528,0.215283757248603,0.351628939633085,0.320475159887993,0.349175787017134,0.335233077472271,-0.487371094360918,-0.0868888158651895,0.295453908324456,0.147233379718675,0.287361048896756,0.130458572604951,0.0592423480204285,0.167968559805047,0.45639717302608
95,TRUE,-891.714132883008,0.0153930419324934,TRUE,1.45229754192201,0.32862300514984,0.1058544353647,0.393401505501198,0.215305685174914,0.35160553624331,0.320496189096034,0.349165063608055,0.335228766529436,-0.48752393189238,-0.0868431589607973,0.295393483431848,0.147322364338116,0.287422706094028,0.130553692824946,0.059270950440805,0.168022511736053,0.456491269967673
96,TRUE,-891.714132320304,0.00812243284993727,TRUE,1.45233809981222,0.32862627676321,0.105833943300288,0.393424087786109,0.21525907467804,0.351664679089324,0.32046491886505,0.349159052870096,0.335245328353572,-0.487395310175064,-0.0868248507713334,0.295230650312024,0.147456833691809,0.287189325921998,0.130691944922483,0.059178866547082,0.167863565523346,0.456491658075844
97,TRUE,-891.71413491577,0.0183738718059652,TRUE,1.452378993967,0.328616019766844,0.105856868001411,0.39338429434749,0.215286242509777,0.351645690356288,0.320452445721204,0.349189432851303,0.335215262931934,-0.487250640705475,-0.0868584192241482,0.295352892974143,0.147152236951955,0.287295435341309,0.130453264980807,0.0592553140607266,0.167957164415537,0.456265400806452
98,TRUE,-891.714132615354,0.0186036826365843,TRUE,1.45232248185953,0.328633455054943,0.105832949732362,0.393405530064654,0.215244879684683,0.351640079638407,0.320461520242941,0.349156816512436,0.33523279890222,-0.487483345560142,-0.0867607232379726,0.295254880360767,0.147393654707917,0.28718422784659,0.130642615930819,0.059216532672441,0.16791861315257,0.456424508540777
99,TRUE,-891.714134485693,0.0461655738555759,TRUE,1.4523121683042,0.328629919621477,0.105841798308759,0.393416640191214,0.215215473960392,0.351587970754905,0.320440107894546,0.34913308566149,0.335262101298629,-0.487436529371051,-0.0868063214178976,0.295312877421339,0.147392773052078,0.287326083104839,0.130513427397976,0.0592977649737388,0.167821759612691,0.45654967212573
100,TRUE,-891.714132209092,0.00966958018248396,TRUE,1.45233733657349,0.328619167263972,0.105860548232382,0.393408024845488,0.215285004854551,0.351640131758128,0.320474623789585,0.349181985586857,0.335245291094171,-0.487447009504444,-0.086875264111062,0.295374705217208,0.14736857179208,0.287324871733581,0.130498158728898,0.059245791027489,0.167973980173345,0.4564875340713
